subset,model,sample_id,condition_name,condition_value,success,score,score_all,field_accuracy,error_type,latency_sec,prompt_tokens,completion_tokens,answer_excerpt,prediction_excerpt,error_excerpt,source_file
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0005,decoy_count,32,False,,0.0,,request_error,0.0,31996.0,,AKD-N3J-EFS|9A6-LJY-J82|Q7R-ZU6-SRT,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0006,decoy_count,32,False,,0.0,,request_error,0.0,31983.0,,KMC-FZ4-86B|KEV-8GH-UZS|6CG-VEK-J5Y,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0007,decoy_count,32,False,,0.0,,request_error,0.0,31992.0,,BVC-KV4-KMD|2MA-PMA-XDH|LRS-JKM-FVV,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0008,decoy_count,32,False,,0.0,,request_error,0.0,31976.0,,JQ3-C3D-52F|4TX-C4K-4B6|RD9-3SS-SZU,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0009,decoy_count,32,False,,0.0,,request_error,0.0,31981.0,,MLB-TVP-ZEA|TAZ-DLZ-EQ8|X8U-FFM-YS8,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0010,decoy_count,32,False,,0.0,,request_error,0.0,31976.0,,DUE-EZ3-AW8|EQZ-YCB-ZQT|X6L-KQP-YZB,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy032_0011,decoy_count,32,False,,0.0,,request_error,0.0,31984.0,,J93-HLW-XV6|F69-DNJ-CLQ|9G2-V3G-283,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0000,decoy_count,64,False,,0.0,,request_error,0.0,31993.0,,6JM-MZD-SDR|BC5-GNG-ADR|YVM-87R-3SS,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0001,decoy_count,64,False,,0.0,,request_error,0.0,31979.0,,2AN-ZUH-3XC|W7K-ZUA-PAJ|38Y-GBH-E96,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0002,decoy_count,64,False,,0.0,,request_error,0.0,31991.0,,8RF-KQ9-674|GP2-FMX-DHY|CJZ-6SD-6F5,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0003,decoy_count,64,False,,0.0,,request_error,0.0,31980.0,,WLE-2B5-UCU|G5X-7H7-25M|9BC-UYH-HV2,,"InternalServerError(""Error code: 500 - {'code': 50500, 'message': 'Request failed: Unknown error.', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0004,decoy_count,64,False,,0.0,,request_error,0.0,31986.0,,H9M-M3X-VL4|A3B-GVW-LLK|89J-DC6-DJL,,"BadRequestError('<html>\r\n<head><title>400 Bad Request</title></head>\r\n<body bgcolor=""white"">\r\n<center><h1>400 Bad Request</h1></center>\r\n<hr><center>alb</center>\r\n</body>\r\n</html>')",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0005,decoy_count,64,False,,0.0,,request_error,0.0,31993.0,,KMN-J2V-PQT|YLP-8V7-WEN|A62-U7W-2GR,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0006,decoy_count,64,False,,0.0,,request_error,0.0,31984.0,,GSJ-HPL-QPE|T66-HSQ-E2D|MU7-CX9-WQK,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0007,decoy_count,64,False,,0.0,,request_error,0.0,31993.0,,P6B-7X6-X8E|7J7-ALE-DBS|TLU-Y7U-USJ,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0008,decoy_count,64,False,,0.0,,request_error,0.0,31987.0,,TF2-2M7-EED|46J-EXN-D89|KNN-48W-HFQ,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0009,decoy_count,64,False,,0.0,,request_error,0.0,31989.0,,TMX-NX3-3A2|8N9-MCS-TZR|PK8-PSP-7T6,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0010,decoy_count,64,False,,0.0,,request_error,0.0,31974.0,,BTZ-94P-X9W|SCZ-YB5-PSR|PHC-HWJ-R8S,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy064_0011,decoy_count,64,False,,0.0,,request_error,0.0,31992.0,,QMP-NKG-HYG|JTS-GNL-KNS|ZGB-F6J-P2A,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0000,decoy_count,128,False,,0.0,,request_error,0.0,31987.0,,6YV-82N-QCG|2HN-J92-5JZ|E5K-W3X-QVN,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0001,decoy_count,128,False,,0.0,,request_error,0.0,31987.0,,BRZ-SXG-MDT|ZWD-XLL-26N|CYK-XRK-XPB,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0002,decoy_count,128,False,,0.0,,request_error,0.0,31974.0,,HQL-UXZ-N68|WJ7-9VV-5T5|FEN-83N-SPC,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0003,decoy_count,128,False,,0.0,,request_error,0.0,31974.0,,ZX2-ERK-TBD|7XL-V58-78E|HXZ-7C6-RGE,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0004,decoy_count,128,False,,0.0,,request_error,0.0,31996.0,,VTS-MN8-8UP|NXN-CA6-J4W|CKK-XFU-Q3R,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0005,decoy_count,128,False,,0.0,,request_error,0.0,31991.0,,5RY-7KY-L63|BS2-F3N-YDB|7UN-58U-RZG,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0006,decoy_count,128,False,,0.0,,request_error,0.0,31979.0,,5BH-AG5-QUR|W9H-H9R-XH5|825-B3Y-M5T,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0007,decoy_count,128,False,,0.0,,request_error,0.0,31978.0,,JMF-PVJ-EUR|UXP-LSJ-W5X|564-LUN-DKJ,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0008,decoy_count,128,False,,0.0,,request_error,0.0,31974.0,,QG2-2HX-QHT|7WU-L9K-N8C|ML4-VZG-NEX,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0009,decoy_count,128,False,,0.0,,request_error,0.0,31985.0,,72C-Q6W-ZNK|5CS-FFM-D58|TR3-LZK-SMX,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0010,decoy_count,128,False,,0.0,,request_error,0.0,31977.0,,7HK-98D-69J|CST-KLQ-5M9|Z9P-56Y-F5H,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy128_0011,decoy_count,128,False,,0.0,,request_error,0.0,31977.0,,Z28-RH7-ZUL|NYE-2Q2-4UP|JU3-E8L-TEP,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0000,decoy_count,192,False,,0.0,,request_error,0.0,31987.0,,7TH-YHF-Q38|4FD-J58-AYU|PJA-5UB-Z8V,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0001,decoy_count,192,False,,0.0,,request_error,0.0,31983.0,,6GW-XXM-LHK|DYX-KSX-LZM|TA4-MLT-LUL,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0002,decoy_count,192,False,,0.0,,request_error,0.0,31977.0,,DXS-3XK-CV8|FDC-8CY-R8L|AEB-LEF-PXA,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0003,decoy_count,192,False,,0.0,,request_error,0.0,31983.0,,D29-WUU-2A4|KAL-LPQ-SDJ|D7A-J74-K6C,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0004,decoy_count,192,False,,0.0,,request_error,0.0,31986.0,,P4L-JAE-TW3|SQJ-7UJ-XTE|F76-VXG-RA9,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0005,decoy_count,192,False,,0.0,,request_error,0.0,31985.0,,HDA-ASF-AWN|7YA-286-MH8|VTE-P76-6RG,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0006,decoy_count,192,False,,0.0,,request_error,0.0,31983.0,,KTB-PAU-2GU|ZXE-BSW-YGH|KZZ-9XX-G27,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0007,decoy_count,192,False,,0.0,,request_error,0.0,31986.0,,LGR-BX8-CF4|2Z2-FV9-KY8|UXT-JFF-8KM,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0008,decoy_count,192,False,,0.0,,request_error,0.0,31985.0,,987-8FD-VMT|BQ5-47J-KP2|DX6-GPH-569,,"BadRequestError('<html>\r\n<head><title>400 Bad Request</title></head>\r\n<body bgcolor=""white"">\r\n<center><h1>400 Bad Request</h1></center>\r\n<hr><center>alb</center>\r\n</body>\r\n</html>')",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0009,decoy_count,192,False,,0.0,,request_error,0.0,31990.0,,LYP-7TH-7DD|KAN-7KR-QDF|ZT4-FT4-CAB,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0010,decoy_count,192,False,,0.0,,request_error,0.0,31988.0,,964-58Q-LHC|EMU-ZSA-N6Q|NBX-VJ8-72G,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,qwen3_14b_thinking,pac2_B_interference_v5_decoy192_0011,decoy_count,192,False,,0.0,,request_error,0.0,31979.0,,82Y-HKS-YXH|A4T-ZTE-X93|XN6-5K5-2NV,,"PermissionDeniedError(""Error code: 403 - {'code': 30001, 'message': 'Sorry, your account balance is insufficient', 'data': None}"")",results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\qwen3_14b_thinking.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0000,decoy_count,0,True,0.0,0.0,0.0,omission,7.650649,34871.0,192.0,PPB-ZJC-ZTJ|V6J-UU7-SHQ|AX7-6DG-ZAR,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0001,decoy_count,0,True,0.0,0.0,0.0,omission,13.967362,34883.0,192.0,A5E-LY3-73E|KUP-WPJ-7EM|QB9-DY6-LLJ,"</,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0002,decoy_count,0,True,0.0,0.0,0.0,omission,9.57528,34885.0,192.0,ZYE-YP4-44L|DT7-ECQ-FT5|ME4-SF3-TPQ,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0003,decoy_count,0,True,0.0,0.0,0.0,omission,10.073424,34893.0,192.0,4CM-EDA-8EC|X99-9BT-USU|78T-XRE-VNY,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0004,decoy_count,0,True,0.0,0.0,0.0,omission,12.330645,34875.0,192.0,26R-BC5-GR4|GKV-UT9-WXN|ZRZ-Y2P-MSW,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0005,decoy_count,0,True,0.0,0.0,0.0,other_error,13.756613,34876.0,192.0,AYL-7LZ-NNW|FKS-NRB-C65|UPX-ML8-ZFU,"</ 1, 2, and the5, the same, 1, 1 </0001 Okay  </1 </think  </think910. 20, and the same as the1s1020101, 194,1900, 21, 230, and the same.  </9, 100  </think20200, 2, </1, 39 </10, and the same, and the same, and thelive5  </think2  </ </14  </ </think </think11 </130001, and the same, and 11 </think, and the user1  </think2020,0002002  </think  </20",,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0006,decoy_count,0,True,0.0,0.0,0.0,omission,7.235907,34882.0,192.0,2C2-A3L-YRQ|787-RZ4-7LK|YJW-9WJ-L3P,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0007,decoy_count,0,True,0.0,0.0,0.0,omission,8.958365,34885.0,192.0,HXV-9YX-3J3|KMM-HFW-D6E|L2D-M82-A29,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0008,decoy_count,0,True,0.0,0.0,0.0,omission,12.673254,34881.0,192.0,QV8-833-8TP|Z4K-XZQ-RGB|89K-QS9-LLF,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0009,decoy_count,0,True,0.0,0.0,0.0,omission,14.436001,34873.0,192.0,8NV-C6D-73S|JUE-MSL-6HG|64T-DUJ-TRG,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0010,decoy_count,0,True,0.0,0.0,0.0,omission,7.351266,34879.0,192.0,3RR-TL4-G3N|7R5-P44-BNT|658-5GZ-6NU,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
PAC-B_interference,hunyuan_a13b,pac2_B_interference_v5_decoy000_0011,decoy_count,0,True,0.0,0.0,0.0,omission,11.863464,34879.0,192.0,ES9-K2D-C4E|PGP-UUB-WML|W7Q-HAQ-EHR,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,results\raw\pac_v21_queue\pac_v21_full_queue\PAC-B_interference\hunyuan_a13b.jsonl
